"siteA","siteB","MI","MInorm","morphA","morphB","wMI","wMInorm","wmorphA","wmorphB","Dprime","R2"
"8","2859",0.864037913905939,0.786481202530008,3,3,0.864037913905939,0.786481202530008,3,3,NA,NA
"8","2860",0.357339472273204,0.325264404885203,3,3,0.357339472273204,0.325264404885203,3,3,NA,NA
"8","2870",0.911097662576781,0.829316831765408,3,3,0.911097662576781,0.829316831765408,3,3,NA,NA
"8","2874",0.82957252734899,0.755109455725016,3,3,0.82957252734899,0.755109455725016,3,3,NA,NA
"8","3008",0.344246949758253,0.496643367257384,2,2,0.344246949758253,0.496643367257384,2,2,1,0.534008869636964
"8","3017",0.39731325403141,0.361650109078143,3,3,0.39731325403141,0.361650109078143,3,3,NA,NA
"8","3035",0.344246949758253,0.496643367257384,2,2,0.344246949758253,0.496643367257384,2,2,1,0.534008869636964
"8","3073",0.344246949758253,0.496643367257384,2,2,0.344246949758253,0.496643367257384,2,2,1,0.534008869636964
"8","3118",0.972111639477602,0.88485414691304,3,3,0.972111639477602,0.88485414691304,3,3,NA,NA
"8","3122",0.96514017556581,0.878508446993513,3,3,0.96514017556581,0.878508446993513,3,3,NA,NA
"8","3136",0.439092205261436,0.399678949335042,3,3,0.439092205261436,0.399678949335042,3,3,NA,NA
"8","3163",0.401865792435807,0.36579400811455,3,3,0.401865792435807,0.36579400811455,3,3,NA,NA
"8","3313",0.258362491554616,0.235171674502056,3,3,0.258362491554616,0.235171674502056,3,3,NA,NA
"8","3373",0.638543618710397,0.581227449662454,3,3,0.638543618710397,0.581227449662454,3,3,NA,NA
"8","3375",0.228779829783678,0.208244375330114,3,3,0.228779829783678,0.208244375330114,3,3,NA,NA
"8","3380",0.83682282645788,0.761708962378705,3,3,0.83682282645788,0.761708962378705,3,3,NA,NA
"8","3381",0.494459674589168,0.450076591796202,3,3,0.494459674589168,0.450076591796202,3,3,NA,NA
"81","102",0.384542919756229,0.554778163341274,3,2,0.384542919756229,0.554778163341274,2,2,NA,NA
"81","186",0.878662514536356,0.799793087697565,3,3,0.878662514536356,0.799793087697565,3,3,NA,NA
"81","269",0.803609945032833,0.731477294876321,3,3,0.803609945032833,0.731477294876321,3,3,NA,NA
"81","325",0.758595563027552,0.690503438612749,3,3,0.758595563027552,0.690503438612749,3,3,NA,NA
"81","343",0.258923078042352,0.373547040663407,2,2,0.258923078042352,0.373547040663407,2,2,1,0.40010460251046
"81","375",0.938767256453561,0.854502781496887,3,3,0.938767256453561,0.854502781496887,3,3,NA,NA
"81","401",0.189604092140307,0.172585082195077,3,3,0.189604092140307,0.172585082195077,3,3,NA,NA
"81","453",0.33084369913232,0.477306564047559,3,2,0.33084369913232,0.477306564047559,2,2,NA,NA
"81","482",0.930635655964458,0.847101079756447,3,3,0.930635655964458,0.847101079756447,3,3,NA,NA
"81","501",0.00764849472048875,0.0110344454035145,2,2,0.00764849472048875,0.0110344454035145,2,2,0.138888888888889,0.0152496246246246
"81","506",0.409388014997175,0.590622059035801,2,2,0.409388014997175,0.590622059035801,2,2,1,0.649056603773585
"81","512",0.835216411732659,0.760246740681578,3,3,0.835216411732659,0.760246740681578,3,3,NA,NA
"81","608",0.917578000285201,0.835215489349402,3,3,0.917578000285201,0.835215489349402,3,3,NA,NA
"81","630",0.563906660424379,0.513289962474409,3,3,0.563906660424379,0.513289962474409,3,3,NA,NA
"81","633",0.222659439774428,0.321229669569681,2,2,0.222659439774428,0.321229669569681,2,2,1,0.34125
"81","636",0.933558499784936,0.849761566855151,3,3,0.933558499784936,0.849761566855151,3,3,NA,NA
"81","663",1.00828172752743,0.917777579886539,3,3,1.00828172752743,0.917777579886539,3,3,NA,NA
"81","708",0.811141328019013,0.738332655101092,3,3,0.811141328019013,0.738332655101092,3,3,NA,NA
"81","734",0.828368985717066,0.75401394492076,3,3,0.828368985717066,0.75401394492076,3,3,NA,NA
"81","740",0.957527802249157,0.871579366192968,3,3,0.957527802249157,0.871579366192968,3,3,NA,NA
"81","757",0.795056256011762,0.723691391596975,3,3,0.795056256011762,0.723691391596975,3,3,NA,NA
"81","773",0.811515068017006,0.738672847907825,3,3,0.811515068017006,0.738672847907825,3,3,NA,NA
"81","779",0.122733363673622,0.177066815123556,2,2,0.122733363673622,0.177066815123556,2,2,1,0.187586206896552
"81","785",0.424165464095311,0.38609204399993,3,3,0.424165464095311,0.38609204399993,3,3,NA,NA
"81","796",0.736599115698868,0.67048140940775,3,3,0.736599115698868,0.67048140940775,3,3,NA,NA
"81","826",0.51914982896758,0.472550538822905,3,3,0.51914982896758,0.472550538822905,3,3,NA,NA
"81","872",0.786512075817717,0.715914143624987,3,3,0.786512075817717,0.715914143624987,3,3,NA,NA
"81","879",0.787111443413184,0.71645971152155,3,3,0.787111443413184,0.71645971152155,3,3,NA,NA
"81","882",0.270314787142307,0.246051122794212,3,3,0.270314787142307,0.246051122794212,3,3,NA,NA
"81","883",0.950928673732788,0.865572580555817,3,3,0.950928673732788,0.865572580555817,3,3,NA,NA
"81","902",0.803609945032833,0.731477294876321,3,3,0.803609945032833,0.731477294876321,3,3,NA,NA
"81","909",0.917578000285201,0.835215489349402,3,3,0.917578000285201,0.835215489349402,3,3,NA,NA
"81","926",0.9550044517841,0.869282513617146,3,3,0.9550044517841,0.869282513617146,3,3,NA,NA
"81","927",0.504633620204885,0.459337316185196,3,3,0.504633620204885,0.459337316185196,3,3,NA,NA
"81","988",0.447620959531723,0.407442156026118,3,3,0.447620959531723,0.407442156026118,3,3,NA,NA
"81","1020",0.777880469562054,0.708057317022285,3,3,0.777880469562054,0.708057317022285,3,3,NA,NA
"81","1025",0.978983993279162,0.891109632922477,3,3,0.978983993279162,0.891109632922477,3,3,NA,NA
"81","1039",0.603440526469073,0.5492752381285,3,3,0.603440526469073,0.5492752381285,3,3,NA,NA
"81","1061",0.404221856398276,0.583168867644724,2,2,0.404221856398276,0.583168867644724,2,2,1,0.641001564945227
"81","1064",0.241395240315266,0.219727416855968,3,3,0.241395240315266,0.219727416855968,3,3,NA,NA
"81","1113",0.960133745029739,0.873951397534199,3,3,0.960133745029739,0.873951397534199,3,3,NA,NA
"81","1125",0.9096853701033,0.828031307756576,3,3,0.9096853701033,0.828031307756576,3,3,NA,NA
"81","1161",0.391257170105523,0.356137623929056,3,3,0.391257170105523,0.356137623929056,3,3,NA,NA
"81","1164",0.818741524505765,0.745250652073405,3,3,0.818741524505765,0.745250652073405,3,3,NA,NA
"81","1194",0.758822600646729,0.690710097159644,3,3,0.758822600646729,0.690710097159644,3,3,NA,NA
"81","1198",0.405560034703433,0.369156652339206,3,3,0.405560034703433,0.369156652339206,3,3,NA,NA
"81","1216",0.768212365567681,0.6992570295195,3,3,0.768212365567681,0.6992570295195,3,3,NA,NA
"81","1238",0.377970967507556,0.344044001151475,3,3,0.377970967507556,0.344044001151475,3,3,NA,NA
"81","1248",0.786512075817717,0.715914143624987,3,3,0.786512075817717,0.715914143624987,3,3,NA,NA
"81","1261",0.758595563027552,0.690503438612749,3,3,0.758595563027552,0.690503438612749,3,3,NA,NA
"81","1264",0.950928673732788,0.865572580555817,3,3,0.950928673732788,0.865572580555817,3,3,NA,NA
"81","1276",0.296257987758444,0.42740992976285,2,2,0.296257987758444,0.42740992976285,2,2,1,0.468073136427567
"81","1281",0.786512075817717,0.715914143624987,3,3,0.786512075817717,0.715914143624987,3,3,NA,NA
"81","1285",0.377970967507556,0.344044001151475,3,3,0.377970967507556,0.344044001151475,3,3,NA,NA
"81","1343",0.748089723064336,0.680940610969566,3,3,0.748089723064336,0.680940610969566,3,3,NA,NA
"81","1460",0.246444558877267,0.224323504678835,3,3,0.246444558877267,0.224323504678835,3,3,NA,NA
"81","1487",0.811515068017006,0.738672847907825,3,3,0.811515068017006,0.738672847907825,3,3,NA,NA
"81","1491",0.933558499784936,0.849761566855151,3,3,0.933558499784936,0.849761566855151,3,3,NA,NA
"81","1493",0.747845927917849,0.680718699063972,3,3,0.747845927917849,0.680718699063972,3,3,NA,NA
"81","1516",0.450458844607762,0.410025310342988,3,3,0.450458844607762,0.410025310342988,3,3,NA,NA
"81","1536",0.786512075817717,0.715914143624987,3,3,0.786512075817717,0.715914143624987,3,3,NA,NA
"81","1795",0.948239828042836,0.863125087734476,3,3,0.948239828042836,0.863125087734476,3,3,NA,NA
"81","1954",0.79539227765793,0.723997251680312,3,3,0.79539227765793,0.723997251680312,3,3,NA,NA
"81","2068",0.158703766471126,0.144458393655444,3,3,0.158703766471126,0.144458393655444,3,3,NA,NA
"81","2131",0.768212365567681,0.6992570295195,3,3,0.768212365567681,0.6992570295195,3,3,NA,NA
"81","2179",0.477452889502883,0.434596348891853,3,3,0.477452889502883,0.434596348891853,3,3,NA,NA
"81","2212",0.351319221314174,0.506846498358931,2,2,0.351319221314174,0.506846498358931,2,2,1,0.557142857142857
"81","2238",0.922807605299403,0.839975680973093,3,3,0.922807605299403,0.839975680973093,3,3,NA,NA
"81","2240",0.79595803389009,0.724512225195533,3,3,0.79595803389009,0.724512225195533,3,3,NA,NA
"81","2260",0.209898574766715,0.19105791636573,3,3,0.209898574766715,0.19105791636573,3,3,NA,NA
"81","2262",0.294947162592602,0.26847247717407,3,3,0.294947162592602,0.26847247717407,3,3,NA,NA
"81","2492",0.17425778327726,0.158616269884,3,3,0.17425778327726,0.158616269884,3,3,NA,NA
"81","2540",0.897315790908233,0.816772031556359,3,3,0.897315790908233,0.816772031556359,3,3,NA,NA
"81","2546",0.795056256011762,0.723691391596975,3,3,0.795056256011762,0.723691391596975,3,3,NA,NA
"81","2687",1.04225805687738,0.948704167637659,3,3,1.04225805687738,0.948704167637659,3,3,NA,NA
"81","2691",0.933558499784936,0.849761566855151,3,3,0.933558499784936,0.849761566855151,3,3,NA,NA
"81","2711",0.758595563027552,0.690503438612749,3,3,0.758595563027552,0.690503438612749,3,3,NA,NA
"81","2743",0.795056256011762,0.723691391596975,3,3,0.795056256011762,0.723691391596975,3,3,NA,NA
"81","2783",0.927180882371955,0.843956409313437,3,3,0.927180882371955,0.843956409313437,3,3,NA,NA
"81","2822",0.874704776451054,0.796190599243608,3,3,0.874704776451054,0.796190599243608,3,3,NA,NA
"81","2859",0.946622226834038,0.861652683661189,3,3,0.946622226834038,0.861652683661189,3,3,NA,NA
"81","2860",0.422720315257053,0.384776612839033,3,3,0.422720315257053,0.384776612839033,3,3,NA,NA
"81","2870",0.3330369916095,0.30314333368076,3,3,0.3330369916095,0.30314333368076,3,3,NA,NA
"81","2874",0.922049047178627,0.839285211615886,3,3,0.922049047178627,0.839285211615886,3,3,NA,NA
"81","3008",0.933558499784936,0.849761566855151,3,3,0.933558499784936,0.849761566855151,3,3,NA,NA
"81","3017",0.95215655188287,0.86669024341354,3,3,0.95215655188287,0.86669024341354,3,3,NA,NA
"81","3035",0.933558499784936,0.849761566855151,3,3,0.933558499784936,0.849761566855151,3,3,NA,NA
"81","3073",0.942785930053437,0.858160735846504,3,3,0.942785930053437,0.858160735846504,3,3,NA,NA
"81","3118",0.871336373914667,0.793124547123919,3,3,0.871336373914667,0.793124547123919,3,3,NA,NA
"81","3122",0.768492704000832,0.699512204558084,3,3,0.768492704000832,0.699512204558084,3,3,NA,NA
"81","3136",0.543220983628448,0.494461048025429,3,3,0.543220983628448,0.494461048025429,3,3,NA,NA
"81","3163",0.942461876371847,0.857865769473988,3,3,0.942461876371847,0.857865769473988,3,3,NA,NA
"81","3313",0.387725963076016,0.352923380773458,3,3,0.387725963076016,0.352923380773458,3,3,NA,NA
"81","3373",0.556483723277409,0.506533313906452,3,3,0.556483723277409,0.506533313906452,3,3,NA,NA
"81","3375",0.159722124771724,0.230430317328414,2,2,0.159722124771724,0.230430317328414,2,2,1,0.246450060168472
"81","3380",0.927180882371955,0.843956409313437,3,3,0.927180882371955,0.843956409313437,3,3,NA,NA
"81","3381",0.863192152614087,0.785711357425801,3,3,0.863192152614087,0.785711357425801,3,3,NA,NA
"102","186",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","269",0.183035620000435,0.16660620119436,3,3,0.183035620000435,0.16660620119436,3,3,NA,NA
"102","325",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","343",0.159408911633671,0.145100244442858,3,3,0.159408911633671,0.145100244442858,3,3,NA,NA
"102","375",0.160603374586093,0.146187491476905,3,3,0.160603374586093,0.146187491476905,3,3,NA,NA
"102","401",0.103526766521179,0.0942341238934156,3,3,0.103526766521179,0.0942341238934156,3,3,NA,NA
"102","453",0.343376952370532,0.495388226340533,3,2,0.343376952370532,0.495388226340533,2,2,NA,NA
"102","482",0.190277274324689,0.173197839025967,3,3,0.190277274324689,0.173197839025967,3,3,NA,NA
"102","501",0.142775739636951,0.129960078828213,3,3,0.142775739636951,0.129960078828213,3,3,NA,NA
"102","506",0.135261482712627,0.123120307416741,3,3,0.135261482712627,0.123120307416741,3,3,NA,NA
"102","512",0.395591467433824,0.570717848284766,2,3,0.395591467433824,0.570717848284766,2,2,NA,NA
"102","608",0.159011838136195,0.144738812569602,3,3,0.159011838136195,0.144738812569602,3,3,NA,NA
"102","630",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","633",0.0910886049466757,0.0829124213211796,3,3,0.0910886049466757,0.0829124213211796,3,3,NA,NA
"102","636",0.18433716498146,0.167790918491308,3,3,0.18433716498146,0.167790918491308,3,3,NA,NA
"102","663",0.474139313057837,0.684038435639042,2,3,0.474139313057837,0.684038435639042,2,2,NA,NA
"102","708",0.39010473382432,0.562802164915655,2,3,0.39010473382432,0.562802164915655,2,2,NA,NA
"102","734",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","740",0.390104733824319,0.562802164915655,2,3,0.39010473382432,0.562802164915655,2,2,NA,NA
"102","757",0.170917036027353,0.155575390690889,3,3,0.170917036027353,0.155575390690889,3,3,NA,NA
"102","773",0.208509442349407,0.189793473548517,3,3,0.208509442349407,0.189793473548517,3,3,NA,NA
"102","779",0.127120747740201,0.115710291111266,3,3,0.127120747740201,0.115710291111266,3,3,NA,NA
"102","785",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","796",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","826",0.328079665388203,0.29863098089495,3,3,0.328079665388203,0.29863098089495,3,3,NA,NA
"102","872",0.401004504034411,0.578527209344583,2,3,0.401004504034411,0.578527209344583,2,2,NA,NA
"102","879",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","882",0.0926962153584008,0.0843757313790655,3,3,0.0926962153584008,0.0843757313790655,3,3,NA,NA
"102","883",0.181962660096391,0.165629551001101,3,3,0.181962660096391,0.165629551001101,3,3,NA,NA
"102","902",0.191345850643989,0.174170499108439,3,3,0.191345850643989,0.174170499108439,3,3,NA,NA
"102","909",0.159011838136195,0.144738812569602,3,3,0.159011838136195,0.144738812569602,3,3,NA,NA
"102","926",0.19205420558192,0.174815271559318,3,3,0.19205420558192,0.174815271559318,3,3,NA,NA
"102","927",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","988",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","1020",0.395591467433824,0.570717848284766,2,3,0.395591467433824,0.570717848284766,2,2,NA,NA
"102","1025",0.307532176705252,0.279927850687057,3,3,0.307532176705252,0.279927850687057,3,3,NA,NA
"102","1039",0.499588271895044,0.720753522349267,2,3,0.499588271895044,0.720753522349267,2,2,NA,NA
"102","1061",0.144748948020981,0.131756170501666,3,3,0.144748948020981,0.131756170501666,3,3,NA,NA
"102","1064",0.114808311631513,0.104503028789801,3,3,0.114808311631513,0.104503028789801,3,3,NA,NA
"102","1113",0.174651327043159,0.158974488857116,3,3,0.174651327043159,0.158974488857116,3,3,NA,NA
"102","1125",0.495485097079628,0.714833892391166,2,3,0.495485097079628,0.714833892391167,2,2,NA,NA
"102","1161",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","1164",0.220058123858249,0.200305536473685,3,3,0.220058123858249,0.200305536473685,3,3,NA,NA
"102","1194",0.395591467433824,0.570717848284766,2,3,0.395591467433824,0.570717848284766,2,2,NA,NA
"102","1198",0.174060757006551,0.158436928843725,3,3,0.174060757006551,0.158436928843725,3,3,NA,NA
"102","1216",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","1238",0.172980122392768,0.157453292828609,3,3,0.172980122392768,0.157453292828609,3,3,NA,NA
"102","1248",0.179635106986314,0.163510920858251,3,3,0.179635106986314,0.163510920858251,3,3,NA,NA
"102","1261",0.39010473382432,0.562802164915655,2,3,0.39010473382432,0.562802164915655,2,2,NA,NA
"102","1264",0.181962660096391,0.165629551001101,3,3,0.181962660096391,0.165629551001101,3,3,NA,NA
"102","1276",0.121044172707729,0.110179154153168,3,3,0.121044172707729,0.110179154153168,3,3,NA,NA
"102","1281",0.171581478266559,0.156180192080843,3,3,0.171581478266559,0.156180192080843,3,3,NA,NA
"102","1285",0.172980122392768,0.157453292828609,3,3,0.172980122392768,0.157453292828609,3,3,NA,NA
"102","1343",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","1460",0.11533476372265,0.104982226134094,3,3,0.11533476372265,0.104982226134094,3,3,NA,NA
"102","1487",0.39010473382432,0.562802164915655,2,3,0.39010473382432,0.562802164915655,2,2,NA,NA
"102","1491",0.18433716498146,0.167790918491308,3,3,0.18433716498146,0.167790918491308,3,3,NA,NA
"102","1493",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","1516",0.170138120693502,0.154866391399797,3,3,0.170138120693502,0.154866391399797,3,3,NA,NA
"102","1536",0.171581478266559,0.156180192080843,3,3,0.171581478266559,0.156180192080843,3,3,NA,NA
"102","1795",0.395591467433824,0.570717848284766,2,3,0.395591467433824,0.570717848284766,2,2,NA,NA
"102","1954",0.180927792339318,0.164687573774242,3,3,0.180927792339318,0.164687573774242,3,3,NA,NA
"102","2068",0.140544372519999,0.127929000949358,3,3,0.140544372519999,0.127929000949358,3,3,NA,NA
"102","2131",0.189890374850431,0.172845667947736,3,3,0.189890374850431,0.172845667947736,3,3,NA,NA
"102","2179",0.200675199853759,0.182662438718072,3,3,0.200675199853759,0.182662438718072,3,3,NA,NA
"102","2212",0.148288360265455,0.13497788236579,3,3,0.148288360265455,0.13497788236579,3,3,NA,NA
"102","2238",0.170392380010595,0.15509782820395,3,3,0.170392380010595,0.15509782820395,3,3,NA,NA
"102","2240",0.384542919756229,0.554778163341274,2,3,0.384542919756229,0.554778163341274,2,2,NA,NA
"102","2260",0.149283681968917,0.135883863223394,3,3,0.149283681968917,0.135883863223394,3,3,NA,NA
"102","2262",0.146324987689653,0.133190743630811,3,3,0.146324987689653,0.133190743630811,3,3,NA,NA
"102","2492",0.138967717095033,0.12649386733468,3,3,0.138967717095033,0.12649386733468,3,3,NA,NA
